SR no,feedback_id,feedback_text,overall_sentiment,entity,entity_type,entity_sentiment
1599,424,"I met Dr. Marcus Lee, at Westbridge Medical Campus, for hernia correction surgery, the appointment process was smooth, I left feeling confused and frustrated",negative,appointment,appointment,positive
1600,983,"I met Dr. Riya Patel, for cardiac ablation surgery, the appointment started late, it met basic expectations without much impression not sure why this happened",neutral,Dr. Riya Patel,doctor,neutral
1601,983,"I met Dr. Riya Patel, for cardiac ablation surgery, the appointment started late, it met basic expectations without much impression not sure why this happened",neutral,cardiac ablation,surgery,neutral
1602,983,"I met Dr. Riya Patel, for cardiac ablation surgery, the appointment started late, it met basic expectations without much impression not sure why this happened",neutral,cardiac ablation surgery,surgery,neutral
1603,983,"I met Dr. Riya Patel, for cardiac ablation surgery, the appointment started late, it met basic expectations without much impression not sure why this happened",neutral,appointment,appointment,negative
1604,191,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, the appointment process was smooth, everything important was handled professionally which contradicts what I was told earlier",neutral,Dr. Hannah Brooks,doctor,neutral
1605,191,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, the appointment process was smooth, everything important was handled professionally which contradicts what I was told earlier",neutral,Westbridge Medical Campus,facility,neutral
1606,191,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, the appointment process was smooth, everything important was handled professionally which contradicts what I was told earlier",neutral,appointment,appointment,positive
1607,819,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for minor outpatient biopsy, my appointment was rescheduled twice, nurses changed shifts without notice, parking took longer than expected, it met basic expectations without much impression hard to judge overall",neutral,Dr. Hannah Brooks,doctor,neutral
1608,819,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for minor outpatient biopsy, my appointment was rescheduled twice, nurses changed shifts without notice, parking took longer than expected, it met basic expectations without much impression hard to judge overall",neutral,Westbridge Medical Campus,facility,neutral
1609,819,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for minor outpatient biopsy, my appointment was rescheduled twice, nurses changed shifts without notice, parking took longer than expected, it met basic expectations without much impression hard to judge overall",neutral,minor outpatient biopsy,surgery,neutral
1610,819,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for minor outpatient biopsy, my appointment was rescheduled twice, nurses changed shifts without notice, parking took longer than expected, it met basic expectations without much impression hard to judge overall",neutral,nursing staff,nurse,neutral
1611,819,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for minor outpatient biopsy, my appointment was rescheduled twice, nurses changed shifts without notice, parking took longer than expected, it met basic expectations without much impression hard to judge overall",neutral,appointment,appointment,negative
1612,819,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, for minor outpatient biopsy, my appointment was rescheduled twice, nurses changed shifts without notice, parking took longer than expected, it met basic expectations without much impression hard to judge overall",neutral,parking,parking,negative
1613,947,"I met Dr. Steven Holt, at Greenfield Medical Center, check in for the appointment was confusing, parking took longer than expected, nothing stood out as especially good or bad",neutral,Dr. Steven Holt,doctor,neutral
1614,947,"I met Dr. Steven Holt, at Greenfield Medical Center, check in for the appointment was confusing, parking took longer than expected, nothing stood out as especially good or bad",neutral,Greenfield Medical Center,facility,neutral
1615,947,"I met Dr. Steven Holt, at Greenfield Medical Center, check in for the appointment was confusing, parking took longer than expected, nothing stood out as especially good or bad",neutral,appointment,appointment,negative
1616,947,"I met Dr. Steven Holt, at Greenfield Medical Center, check in for the appointment was confusing, parking took longer than expected, nothing stood out as especially good or bad",neutral,parking,parking,negative
1617,780,"at Oakwood Surgical Institute, for arthroscopic knee repair, one nurse was helpful while another seemed annoyed, parking was easy to find, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,Oakwood Surgical Institute,facility,neutral
1618,780,"at Oakwood Surgical Institute, for arthroscopic knee repair, one nurse was helpful while another seemed annoyed, parking was easy to find, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,arthroscopic knee repair,surgery,neutral
1619,780,"at Oakwood Surgical Institute, for arthroscopic knee repair, one nurse was helpful while another seemed annoyed, parking was easy to find, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,nurse (individual),nurse,positive
1620,780,"at Oakwood Surgical Institute, for arthroscopic knee repair, one nurse was helpful while another seemed annoyed, parking was easy to find, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,parking,parking,positive
1621,383,"I met Dr. Marcus Lee, at Greenfield Medical Center, for spinal fusion procedure, the nurse explained the medication schedule, parking took longer than expected, several things went wrong without explanation",negative,Dr. Marcus Lee,doctor,negative
1622,383,"I met Dr. Marcus Lee, at Greenfield Medical Center, for spinal fusion procedure, the nurse explained the medication schedule, parking took longer than expected, several things went wrong without explanation",negative,Greenfield Medical Center,facility,negative
1623,383,"I met Dr. Marcus Lee, at Greenfield Medical Center, for spinal fusion procedure, the nurse explained the medication schedule, parking took longer than expected, several things went wrong without explanation",negative,spinal fusion,surgery,negative
1624,383,"I met Dr. Marcus Lee, at Greenfield Medical Center, for spinal fusion procedure, the nurse explained the medication schedule, parking took longer than expected, several things went wrong without explanation",negative,spinal fusion procedure,surgery,negative
1625,383,"I met Dr. Marcus Lee, at Greenfield Medical Center, for spinal fusion procedure, the nurse explained the medication schedule, parking took longer than expected, several things went wrong without explanation",negative,nursing staff,nurse,negative
1626,383,"I met Dr. Marcus Lee, at Greenfield Medical Center, for spinal fusion procedure, the nurse explained the medication schedule, parking took longer than expected, several things went wrong without explanation",negative,parking,parking,negative
1627,917,"at Summit Care Facility, I had to park far from the entrance, nothing stood out as especially good or bad",neutral,Summit Care Facility,facility,neutral
1628,917,"at Summit Care Facility, I had to park far from the entrance, nothing stood out as especially good or bad",neutral,parking,parking,negative
1629,407,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, parking signs were unclear, I left feeling confused and frustrated maybe I expected more",neutral,Dr. Nina Alvarez,doctor,negative
1630,407,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, parking signs were unclear, I left feeling confused and frustrated maybe I expected more",neutral,Greenfield Medical Center,facility,neutral
1631,407,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, parking signs were unclear, I left feeling confused and frustrated maybe I expected more",neutral,cardiac ablation,surgery,neutral
1632,407,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, parking signs were unclear, I left feeling confused and frustrated maybe I expected more",neutral,parking,parking,negative
1633,929,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, parking took longer than expected, nothing stood out as especially good or bad",neutral,Dr. Nina Alvarez,doctor,neutral
1634,929,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, parking took longer than expected, nothing stood out as especially good or bad",neutral,Greenfield Medical Center,facility,neutral
1635,929,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, parking took longer than expected, nothing stood out as especially good or bad",neutral,cardiac ablation,surgery,neutral
1636,929,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, parking took longer than expected, nothing stood out as especially good or bad",neutral,nurse (individual),nurse,positive
1637,929,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, parking took longer than expected, nothing stood out as especially good or bad",neutral,appointment,appointment,negative
1638,929,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for cardiac ablation sugery, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, parking took longer than expected, nothing stood out as especially good or bad",neutral,parking,parking,negative
1639,158,"nurses changed shifts without notice, everything important was handled professionally",positive,nursing staff,nurse,positive
1640,281,"at Summit Care Facility, for minor outpatient biopsy, overall the experience felt well managed and clear",positive,Summit Care Facility,facility,positive
1641,281,"at Summit Care Facility, for minor outpatient biopsy, overall the experience felt well managed and clear",positive,minor outpatient biopsy,surgery,positive
1642,203,"at Northlake Surgery Hospital, the appointment process was smooth, nurses changed shifts without notice, overall the experience felt well managed and clear felt inconsistent honestly",positive,Northlake Surgery Hospital,facility,positive
1643,203,"at Northlake Surgery Hospital, the appointment process was smooth, nurses changed shifts without notice, overall the experience felt well managed and clear felt inconsistent honestly",positive,nursing staff,nurse,positive
1644,203,"at Northlake Surgery Hospital, the appointment process was smooth, nurses changed shifts without notice, overall the experience felt well managed and clear felt inconsistent honestly",positive,appointment,appointment,positive
1645,194,"I met Dr. Steven Holt, at Oakwood Surgical Institute, the appointment started late, the nurse explained the medication schedule, overall the experience felt well managed and clear",neutral,Dr. Steven Holt,doctor,neutral
1646,194,"I met Dr. Steven Holt, at Oakwood Surgical Institute, the appointment started late, the nurse explained the medication schedule, overall the experience felt well managed and clear",neutral,Oakwood Surgical Institute,facility,neutral
1647,194,"I met Dr. Steven Holt, at Oakwood Surgical Institute, the appointment started late, the nurse explained the medication schedule, overall the experience felt well managed and clear",neutral,nursing staff,nurse,neutral
1648,194,"I met Dr. Steven Holt, at Oakwood Surgical Institute, the appointment started late, the nurse explained the medication schedule, overall the experience felt well managed and clear",neutral,appointment,appointment,negative
1649,978,"I met Dr. Steven Holt, check in for the appointment was confusing, parking took longer than expected, the experience was acceptable but unremarkable",neutral,Dr. Steven Holt,doctor,neutral
1650,978,"I met Dr. Steven Holt, check in for the appointment was confusing, parking took longer than expected, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
1651,978,"I met Dr. Steven Holt, check in for the appointment was confusing, parking took longer than expected, the experience was acceptable but unremarkable",neutral,parking,parking,negative
1652,307,"I met Dr. Steven Holt, at Summit Care Facility, for cardiac ablation surgery, the appointment process was smooth, nursing staff followed standard checks, everything important was handled professionally",positive,Dr. Steven Holt,doctor,positive
1653,307,"I met Dr. Steven Holt, at Summit Care Facility, for cardiac ablation surgery, the appointment process was smooth, nursing staff followed standard checks, everything important was handled professionally",positive,Summit Care Facility,facility,positive
1654,307,"I met Dr. Steven Holt, at Summit Care Facility, for cardiac ablation surgery, the appointment process was smooth, nursing staff followed standard checks, everything important was handled professionally",positive,cardiac ablation,surgery,positive
1655,307,"I met Dr. Steven Holt, at Summit Care Facility, for cardiac ablation surgery, the appointment process was smooth, nursing staff followed standard checks, everything important was handled professionally",positive,cardiac ablation surgery,surgery,positive
1656,307,"I met Dr. Steven Holt, at Summit Care Facility, for cardiac ablation surgery, the appointment process was smooth, nursing staff followed standard checks, everything important was handled professionally",positive,nursing staff,nurse,positive
1657,307,"I met Dr. Steven Holt, at Summit Care Facility, for cardiac ablation surgery, the appointment process was smooth, nursing staff followed standard checks, everything important was handled professionally",positive,appointment,appointment,positive
1658,69,"at Northlake Surgery Hospital, for cardiac ablation sugery, my appointment was rescheduled twice, the care made me feel comfortable despite small issues",negative,Northlake Surgery Hospital,facility,negative
1659,69,"at Northlake Surgery Hospital, for cardiac ablation sugery, my appointment was rescheduled twice, the care made me feel comfortable despite small issues",negative,cardiac ablation,surgery,negative
1660,69,"at Northlake Surgery Hospital, for cardiac ablation sugery, my appointment was rescheduled twice, the care made me feel comfortable despite small issues",negative,appointment,appointment,negative
1661,757,"I met Dr. Steven Holt, at Riverside Health Clinic, for cardiac ablation sugery, check in for the appointment was confusing, it met basic expectations without much impression which contradicts what I was told earlier",neutral,Dr. Steven Holt,doctor,neutral
1662,757,"I met Dr. Steven Holt, at Riverside Health Clinic, for cardiac ablation sugery, check in for the appointment was confusing, it met basic expectations without much impression which contradicts what I was told earlier",neutral,Riverside Health Clinic,facility,neutral
1663,757,"I met Dr. Steven Holt, at Riverside Health Clinic, for cardiac ablation sugery, check in for the appointment was confusing, it met basic expectations without much impression which contradicts what I was told earlier",neutral,cardiac ablation,surgery,neutral
1664,757,"I met Dr. Steven Holt, at Riverside Health Clinic, for cardiac ablation sugery, check in for the appointment was confusing, it met basic expectations without much impression which contradicts what I was told earlier",neutral,appointment,appointment,negative
1665,559,"I met Dr. Steven Holt, for spinal fusion procedure, my appointment was rescheduled twice, I left feeling confused and frustrated felt inconsistent honestly",negative,Dr. Steven Holt,doctor,negative
1666,559,"I met Dr. Steven Holt, for spinal fusion procedure, my appointment was rescheduled twice, I left feeling confused and frustrated felt inconsistent honestly",negative,spinal fusion,surgery,negative
1667,559,"I met Dr. Steven Holt, for spinal fusion procedure, my appointment was rescheduled twice, I left feeling confused and frustrated felt inconsistent honestly",negative,spinal fusion procedure,surgery,negative
1668,559,"I met Dr. Steven Holt, for spinal fusion procedure, my appointment was rescheduled twice, I left feeling confused and frustrated felt inconsistent honestly",negative,appointment,appointment,negative
1669,172,"for laparoscopic gallbladder removal, my appointment was rescheduled twice, the nurse explained the medication schedule, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,laparoscopic gallbladder removal,surgery,negative
1670,172,"for laparoscopic gallbladder removal, my appointment was rescheduled twice, the nurse explained the medication schedule, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,nursing staff,nurse,negative
1671,172,"for laparoscopic gallbladder removal, my appointment was rescheduled twice, the nurse explained the medication schedule, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,appointment,appointment,negative
1672,172,"for laparoscopic gallbladder removal, my appointment was rescheduled twice, the nurse explained the medication schedule, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,parking,parking,negative
1673,269,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, the appointment process was smooth, the care made me feel comfortable despite small issues",positive,Dr. Marcus Lee,doctor,positive
1674,269,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, the appointment process was smooth, the care made me feel comfortable despite small issues",positive,Oakwood Surgical Institute,facility,positive
1675,269,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, the appointment process was smooth, the care made me feel comfortable despite small issues",positive,appointment,appointment,positive
1676,151,"I met Dr. Alan Moore, at Riverside Health Clinic, for minor outpatient biopsy, everything important was handled professionally not sure why this happened",neutral,Dr. Alan Moore,doctor,neutral
1677,151,"I met Dr. Alan Moore, at Riverside Health Clinic, for minor outpatient biopsy, everything important was handled professionally not sure why this happened",neutral,Riverside Health Clinic,facility,neutral
1678,151,"I met Dr. Alan Moore, at Riverside Health Clinic, for minor outpatient biopsy, everything important was handled professionally not sure why this happened",neutral,minor outpatient biopsy,surgery,neutral
1679,727,"for minor outpatient biopsy, check in for the appointment was confusing, it met basic expectations without much impression",neutral,minor outpatient biopsy,surgery,neutral
1680,727,"for minor outpatient biopsy, check in for the appointment was confusing, it met basic expectations without much impression",neutral,appointment,appointment,negative
1681,652,"I met Dr. Nina Alvarez, parking was easy to find, several things went wrong without explanation hard to judge overall",neutral,Dr. Nina Alvarez,doctor,neutral
1682,652,"I met Dr. Nina Alvarez, parking was easy to find, several things went wrong without explanation hard to judge overall",neutral,parking,parking,positive
1683,506,"the appointment process was smooth, the experience felt disorganized and poorly explained hard to judge overall",neutral,appointment,appointment,positive
1684,120,"I met Dr. Nina Alvarez, at Northlake Surgery Hospital, for cardiac ablation surgery, my appointment was rescheduled twice, overall the experience felt well managed and clear",neutral,Dr. Nina Alvarez,doctor,neutral
1685,120,"I met Dr. Nina Alvarez, at Northlake Surgery Hospital, for cardiac ablation surgery, my appointment was rescheduled twice, overall the experience felt well managed and clear",neutral,Northlake Surgery Hospital,facility,neutral
1686,120,"I met Dr. Nina Alvarez, at Northlake Surgery Hospital, for cardiac ablation surgery, my appointment was rescheduled twice, overall the experience felt well managed and clear",neutral,cardiac ablation,surgery,neutral
1687,120,"I met Dr. Nina Alvarez, at Northlake Surgery Hospital, for cardiac ablation surgery, my appointment was rescheduled twice, overall the experience felt well managed and clear",neutral,cardiac ablation surgery,surgery,neutral
1688,120,"I met Dr. Nina Alvarez, at Northlake Surgery Hospital, for cardiac ablation surgery, my appointment was rescheduled twice, overall the experience felt well managed and clear",neutral,appointment,appointment,negative
1689,677,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, nothing stood out as especially good or bad",neutral,Dr. Hannah Brooks,doctor,neutral
1690,677,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, nothing stood out as especially good or bad",neutral,Northlake Surgery Hospital,facility,neutral
1691,767,"I met Dr. Alan Moore, at Riverside Health Clinic, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,Dr. Alan Moore,doctor,neutral
1692,767,"I met Dr. Alan Moore, at Riverside Health Clinic, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,Riverside Health Clinic,facility,neutral
1693,767,"I met Dr. Alan Moore, at Riverside Health Clinic, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
1694,465,"I met Dr. Hannah Brooks, at Greenfield Medical Center, nurses changed shifts without notice, the experience felt disorganized and poorly explained",negative,Dr. Hannah Brooks,doctor,negative
1695,465,"I met Dr. Hannah Brooks, at Greenfield Medical Center, nurses changed shifts without notice, the experience felt disorganized and poorly explained",negative,Greenfield Medical Center,facility,negative
1696,465,"I met Dr. Hannah Brooks, at Greenfield Medical Center, nurses changed shifts without notice, the experience felt disorganized and poorly explained",negative,nursing staff,nurse,negative
1697,200,"I met Dr. Riya Patel, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, overall the experience felt well managed and clear",positive,Dr. Riya Patel,doctor,positive
1698,200,"I met Dr. Riya Patel, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, overall the experience felt well managed and clear",positive,Greenfield Medical Center,facility,positive
1699,200,"I met Dr. Riya Patel, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, overall the experience felt well managed and clear",positive,arthroscopic knee repair,surgery,positive
1700,200,"I met Dr. Riya Patel, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, overall the experience felt well managed and clear",positive,appointment,appointment,positive
1701,686,"at Riverside Health Clinic, for cardiac ablation surgery, the experience was acceptable but unremarkable",neutral,Riverside Health Clinic,facility,neutral
1702,686,"at Riverside Health Clinic, for cardiac ablation surgery, the experience was acceptable but unremarkable",neutral,cardiac ablation,surgery,neutral
1703,686,"at Riverside Health Clinic, for cardiac ablation surgery, the experience was acceptable but unremarkable",neutral,cardiac ablation surgery,surgery,neutral
1704,927,"at Summit Care Facility, for minor outpatient biopsy, the appointment process was smooth, nursing staff followed standard checks, it met basic expectations without much impression felt inconsistent honestly",neutral,Summit Care Facility,facility,neutral
1705,927,"at Summit Care Facility, for minor outpatient biopsy, the appointment process was smooth, nursing staff followed standard checks, it met basic expectations without much impression felt inconsistent honestly",neutral,minor outpatient biopsy,surgery,neutral
1706,927,"at Summit Care Facility, for minor outpatient biopsy, the appointment process was smooth, nursing staff followed standard checks, it met basic expectations without much impression felt inconsistent honestly",neutral,nursing staff,nurse,neutral
1707,927,"at Summit Care Facility, for minor outpatient biopsy, the appointment process was smooth, nursing staff followed standard checks, it met basic expectations without much impression felt inconsistent honestly",neutral,appointment,appointment,positive
1708,345,"I met Dr. Hannah Brooks, at Summit Care Facility, the nurse explained the medication schedule, several things went wrong without explanation felt inconsistent honestly",negative,Dr. Hannah Brooks,doctor,negative
1709,345,"I met Dr. Hannah Brooks, at Summit Care Facility, the nurse explained the medication schedule, several things went wrong without explanation felt inconsistent honestly",negative,Summit Care Facility,facility,negative
1710,345,"I met Dr. Hannah Brooks, at Summit Care Facility, the nurse explained the medication schedule, several things went wrong without explanation felt inconsistent honestly",negative,nursing staff,nurse,negative
1711,564,"I met Dr. Hannah Brooks, for arthroscopic knee repair, nursing staff followed standard checks, I left feeling confused and frustrated",negative,Dr. Hannah Brooks,doctor,negative
1712,564,"I met Dr. Hannah Brooks, for arthroscopic knee repair, nursing staff followed standard checks, I left feeling confused and frustrated",negative,arthroscopic knee repair,surgery,negative
1713,564,"I met Dr. Hannah Brooks, for arthroscopic knee repair, nursing staff followed standard checks, I left feeling confused and frustrated",negative,nursing staff,nurse,negative
1714,577,"I met Dr. Hannah Brooks, at Riverside Health Clinic, for cardiac ablation sugery, the nurse explained the medication schedule, I had to park far from the entrance, the experience felt disorganized and poorly explained",negative,Dr. Hannah Brooks,doctor,negative
1715,577,"I met Dr. Hannah Brooks, at Riverside Health Clinic, for cardiac ablation sugery, the nurse explained the medication schedule, I had to park far from the entrance, the experience felt disorganized and poorly explained",negative,Riverside Health Clinic,facility,negative
1716,577,"I met Dr. Hannah Brooks, at Riverside Health Clinic, for cardiac ablation sugery, the nurse explained the medication schedule, I had to park far from the entrance, the experience felt disorganized and poorly explained",negative,cardiac ablation,surgery,negative
1717,577,"I met Dr. Hannah Brooks, at Riverside Health Clinic, for cardiac ablation sugery, the nurse explained the medication schedule, I had to park far from the entrance, the experience felt disorganized and poorly explained",negative,nursing staff,nurse,negative
1718,577,"I met Dr. Hannah Brooks, at Riverside Health Clinic, for cardiac ablation sugery, the nurse explained the medication schedule, I had to park far from the entrance, the experience felt disorganized and poorly explained",negative,parking,parking,negative
1719,629,"I met Dr. Marcus Lee, for laparoscopic gallbladder removal, my appointment was rescheduled twice, nurses changed shifts without notice, several things went wrong without explanation which contradicts what I was told earlier",negative,Dr. Marcus Lee,doctor,negative
1720,629,"I met Dr. Marcus Lee, for laparoscopic gallbladder removal, my appointment was rescheduled twice, nurses changed shifts without notice, several things went wrong without explanation which contradicts what I was told earlier",negative,laparoscopic gallbladder removal,surgery,negative
1721,629,"I met Dr. Marcus Lee, for laparoscopic gallbladder removal, my appointment was rescheduled twice, nurses changed shifts without notice, several things went wrong without explanation which contradicts what I was told earlier",negative,nursing staff,nurse,negative
1722,629,"I met Dr. Marcus Lee, for laparoscopic gallbladder removal, my appointment was rescheduled twice, nurses changed shifts without notice, several things went wrong without explanation which contradicts what I was told earlier",negative,appointment,appointment,negative
1723,193,"I met Dr. Steven Holt, check in for the appointment was confusing, everything important was handled professionally",negative,Dr. Steven Holt,doctor,negative
1724,193,"I met Dr. Steven Holt, check in for the appointment was confusing, everything important was handled professionally",negative,appointment,appointment,negative
1725,758,"I met Dr. Alan Moore, for cardiac ablation surgery, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, it met basic expectations without much impression",neutral,Dr. Alan Moore,doctor,neutral
1726,758,"I met Dr. Alan Moore, for cardiac ablation surgery, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, it met basic expectations without much impression",neutral,cardiac ablation,surgery,neutral
1727,758,"I met Dr. Alan Moore, for cardiac ablation surgery, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, it met basic expectations without much impression",neutral,cardiac ablation surgery,surgery,neutral
1728,758,"I met Dr. Alan Moore, for cardiac ablation surgery, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, it met basic expectations without much impression",neutral,nurse (individual),nurse,positive
1729,758,"I met Dr. Alan Moore, for cardiac ablation surgery, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, it met basic expectations without much impression",neutral,appointment,appointment,negative
1730,758,"I met Dr. Alan Moore, for cardiac ablation surgery, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, it met basic expectations without much impression",neutral,parking,parking,negative
1731,89,"at Westbridge Medical Campus, for minor outpatient biopsy, check in for the appointment was confusing, the nurse explained the medication schedule, the care made me feel comfortable despite small issues felt inconsistent honestly",negative,Westbridge Medical Campus,facility,negative
1732,89,"at Westbridge Medical Campus, for minor outpatient biopsy, check in for the appointment was confusing, the nurse explained the medication schedule, the care made me feel comfortable despite small issues felt inconsistent honestly",negative,minor outpatient biopsy,surgery,negative
1733,89,"at Westbridge Medical Campus, for minor outpatient biopsy, check in for the appointment was confusing, the nurse explained the medication schedule, the care made me feel comfortable despite small issues felt inconsistent honestly",negative,nursing staff,nurse,negative
1734,89,"at Westbridge Medical Campus, for minor outpatient biopsy, check in for the appointment was confusing, the nurse explained the medication schedule, the care made me feel comfortable despite small issues felt inconsistent honestly",negative,appointment,appointment,negative
1735,163,"I met Dr. Hannah Brooks, for minor outpatient biopsy, the appointment process was smooth, the care made me feel comfortable despite small issues could just be bad luck",neutral,Dr. Hannah Brooks,doctor,neutral
1736,163,"I met Dr. Hannah Brooks, for minor outpatient biopsy, the appointment process was smooth, the care made me feel comfortable despite small issues could just be bad luck",neutral,minor outpatient biopsy,surgery,neutral
1737,163,"I met Dr. Hannah Brooks, for minor outpatient biopsy, the appointment process was smooth, the care made me feel comfortable despite small issues could just be bad luck",neutral,appointment,appointment,positive
1738,80,"I met Dr. Hannah Brooks, at Riverside Health Clinic, my appointment was rescheduled twice, parking took longer than expected, everything important was handled professionally",negative,Dr. Hannah Brooks,doctor,negative
1739,80,"I met Dr. Hannah Brooks, at Riverside Health Clinic, my appointment was rescheduled twice, parking took longer than expected, everything important was handled professionally",negative,Riverside Health Clinic,facility,negative
1740,80,"I met Dr. Hannah Brooks, at Riverside Health Clinic, my appointment was rescheduled twice, parking took longer than expected, everything important was handled professionally",negative,appointment,appointment,negative
1741,80,"I met Dr. Hannah Brooks, at Riverside Health Clinic, my appointment was rescheduled twice, parking took longer than expected, everything important was handled professionally",negative,parking,parking,negative
1742,846,"I met Dr. Alan Moore, at Northlake Surgery Hospital, nothing stood out as especially good or bad",neutral,Dr. Alan Moore,doctor,neutral
1743,846,"I met Dr. Alan Moore, at Northlake Surgery Hospital, nothing stood out as especially good or bad",neutral,Northlake Surgery Hospital,facility,neutral
1744,804,"I met Dr. Marcus Lee, my appointment was rescheduled twice, it met basic expectations without much impression",neutral,Dr. Marcus Lee,doctor,neutral
1745,804,"I met Dr. Marcus Lee, my appointment was rescheduled twice, it met basic expectations without much impression",neutral,appointment,appointment,negative
1746,697,"I met Dr. Hannah Brooks, at Summit Care Facility, the appointment process was smooth, it met basic expectations without much impression",neutral,Dr. Hannah Brooks,doctor,neutral
1747,697,"I met Dr. Hannah Brooks, at Summit Care Facility, the appointment process was smooth, it met basic expectations without much impression",neutral,Summit Care Facility,facility,neutral
1748,697,"I met Dr. Hannah Brooks, at Summit Care Facility, the appointment process was smooth, it met basic expectations without much impression",neutral,appointment,appointment,positive
1749,903,"the appointment process was smooth, the nurse explained the medication schedule, the experience was acceptable but unremarkable hard to judge overall",neutral,nursing staff,nurse,neutral
1750,903,"the appointment process was smooth, the nurse explained the medication schedule, the experience was acceptable but unremarkable hard to judge overall",neutral,appointment,appointment,positive
1751,689,"I met Dr. Steven Holt, the appointment started late, the nurse explained the medication schedule, the experience was acceptable but unremarkable",neutral,Dr. Steven Holt,doctor,neutral
1752,689,"I met Dr. Steven Holt, the appointment started late, the nurse explained the medication schedule, the experience was acceptable but unremarkable",neutral,nursing staff,nurse,neutral
1753,689,"I met Dr. Steven Holt, the appointment started late, the nurse explained the medication schedule, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
1754,318,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for laparoscopic gallbladder removal, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, everything important was handled professionally maybe I expected more",neutral,Dr. Nina Alvarez,doctor,neutral
1755,318,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for laparoscopic gallbladder removal, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, everything important was handled professionally maybe I expected more",neutral,Greenfield Medical Center,facility,neutral
1756,318,"I met Dr. Nina Alvarez, at Greenfield Medical Center, for laparoscopic gallbladder removal, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, everything important was handled professionally maybe I expected more",neutral,laparoscopic gallbladder removal,surgery,neutral
